Tipo de hogar;Gastos totales, medios y distribución porcentual;Grupos de gasto (2 dígitos);Periodo;Total
Otro tipo de hogar;Gasto medio por hogar;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2008;1.892,49
Otro tipo de hogar;Gasto medio por hogar;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2007;2.072,19
Otro tipo de hogar;Gasto medio por hogar;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2006;2.006,62
Otro tipo de hogar;Gasto medio por hogar;Grupo 6. Salud;2015;1.230,88
Otro tipo de hogar;Gasto medio por hogar;Grupo 6. Salud;2014;1.016,77
Otro tipo de hogar;Gasto medio por hogar;Grupo 6. Salud;2013;1.122,20
Otro tipo de hogar;Gasto medio por hogar;Grupo 6. Salud;2012;1.074,11
Otro tipo de hogar;Gasto medio por hogar;Grupo 6. Salud;2011;985,60
Otro tipo de hogar;Gasto medio por hogar;Grupo 6. Salud;2010;913,61
Otro tipo de hogar;Gasto medio por hogar;Grupo 6. Salud;2009;1.042,85
Otro tipo de hogar;Gasto medio por hogar;Grupo 6. Salud;2008;1.114,74
Otro tipo de hogar;Gasto medio por hogar;Grupo 6. Salud;2007;1.163,44
Otro tipo de hogar;Gasto medio por hogar;Grupo 6. Salud;2006;984,36
Otro tipo de hogar;Gasto medio por hogar;Grupo 7. Transportes;2015;3.419,02
Otro tipo de hogar;Gasto medio por hogar;Grupo 7. Transportes;2014;3.242,76
Otro tipo de hogar;Gasto medio por hogar;Grupo 7. Transportes;2013;3.589,90
Otro tipo de hogar;Gasto medio por hogar;Grupo 7. Transportes;2012;4.032,94
Otro tipo de hogar;Gasto medio por hogar;Grupo 7. Transportes;2011;4.057,56
Otro tipo de hogar;Gasto medio por hogar;Grupo 7. Transportes;2010;4.004,70
Otro tipo de hogar;Gasto medio por hogar;Grupo 7. Transportes;2009;4.209,10
Otro tipo de hogar;Gasto medio por hogar;Grupo 7. Transportes;2008;5.554,93
Otro tipo de hogar;Gasto medio por hogar;Grupo 7. Transportes;2007;5.458,84
Otro tipo de hogar;Gasto medio por hogar;Grupo 7. Transportes;2006;5.743,04
Otro tipo de hogar;Gasto medio por hogar;Grupo 8. Comunicaciones;2015;910,52
Otro tipo de hogar;Gasto medio por hogar;Grupo 8. Comunicaciones;2014;936,96
Otro tipo de hogar;Gasto medio por hogar;Grupo 8. Comunicaciones;2013;944,08
Otro tipo de hogar;Gasto medio por hogar;Grupo 8. Comunicaciones;2012;1.021,12
Otro tipo de hogar;Gasto medio por hogar;Grupo 8. Comunicaciones;2011;1.086,07
Otro tipo de hogar;Gasto medio por hogar;Grupo 8. Comunicaciones;2010;1.094,19
Otro tipo de hogar;Gasto medio por hogar;Grupo 8. Comunicaciones;2009;1.175,26
Otro tipo de hogar;Gasto medio por hogar;Grupo 8. Comunicaciones;2008;1.224,62
Otro tipo de hogar;Gasto medio por hogar;Grupo 8. Comunicaciones;2007;1.192,20
Otro tipo de hogar;Gasto medio por hogar;Grupo 8. Comunicaciones;2006;1.106,31
Otro tipo de hogar;Gasto medio por hogar;Grupo 9. Ocio, espectáculos y cultura;2015;1.365,25
Otro tipo de hogar;Gasto medio por hogar;Grupo 9. Ocio, espectáculos y cultura;2014;1.465,70
Otro tipo de hogar;Gasto medio por hogar;Grupo 9. Ocio, espectáculos y cultura;2013;1.466,01
Otro tipo de hogar;Gasto medio por hogar;Grupo 9. Ocio, espectáculos y cultura;2012;1.673,96
Otro tipo de hogar;Gasto medio por hogar;Grupo 9. Ocio, espectáculos y cultura;2011;1.848,56
Otro tipo de hogar;Gasto medio por hogar;Grupo 9. Ocio, espectáculos y cultura;2010;1.928,53
Otro tipo de hogar;Gasto medio por hogar;Grupo 9. Ocio, espectáculos y cultura;2009;2.126,39
Otro tipo de hogar;Gasto medio por hogar;Grupo 9. Ocio, espectáculos y cultura;2008;2.256,63
Otro tipo de hogar;Gasto medio por hogar;Grupo 9. Ocio, espectáculos y cultura;2007;2.498,40
Otro tipo de hogar;Gasto medio por hogar;Grupo 9. Ocio, espectáculos y cultura;2006;2.268,83
Otro tipo de hogar;Gasto medio por hogar;Grupo 10. Enseñanza;2015;335,53
Otro tipo de hogar;Gasto medio por hogar;Grupo 10. Enseñanza;2014;360,10
Otro tipo de hogar;Gasto medio por hogar;Grupo 10. Enseñanza;2013;410,96
Otro tipo de hogar;Gasto medio por hogar;Grupo 10. Enseñanza;2012;359,01
Otro tipo de hogar;Gasto medio por hogar;Grupo 10. Enseñanza;2011;312,51
Otro tipo de hogar;Gasto medio por hogar;Grupo 10. Enseñanza;2010;319,98
Otro tipo de hogar;Gasto medio por hogar;Grupo 10. Enseñanza;2009;269,92
Otro tipo de hogar;Gasto medio por hogar;Grupo 10. Enseñanza;2008;310,98
Otro tipo de hogar;Gasto medio por hogar;Grupo 10. Enseñanza;2007;270,88
Otro tipo de hogar;Gasto medio por hogar;Grupo 10. Enseñanza;2006;299,00
Otro tipo de hogar;Gasto medio por hogar;Grupo 11. Hoteles, cafés y restaurantes;2015;2.568,72
Otro tipo de hogar;Gasto medio por hogar;Grupo 11. Hoteles, cafés y restaurantes;2014;2.294,51
Otro tipo de hogar;Gasto medio por hogar;Grupo 11. Hoteles, cafés y restaurantes;2013;2.312,68
Otro tipo de hogar;Gasto medio por hogar;Grupo 11. Hoteles, cafés y restaurantes;2012;2.583,07
Otro tipo de hogar;Gasto medio por hogar;Grupo 11. Hoteles, cafés y restaurantes;2011;2.864,85
Otro tipo de hogar;Gasto medio por hogar;Grupo 11. Hoteles, cafés y restaurantes;2010;2.929,07
Otro tipo de hogar;Gasto medio por hogar;Grupo 11. Hoteles, cafés y restaurantes;2009;3.326,16
Otro tipo de hogar;Gasto medio por hogar;Grupo 11. Hoteles, cafés y restaurantes;2008;3.701,09
Otro tipo de hogar;Gasto medio por hogar;Grupo 11. Hoteles, cafés y restaurantes;2007;3.868,98
Otro tipo de hogar;Gasto medio por hogar;Grupo 11. Hoteles, cafés y restaurantes;2006;3.682,93
Otro tipo de hogar;Gasto medio por hogar;Grupo 12. Otros bienes y servicios;2015;2.215,60
Otro tipo de hogar;Gasto medio por hogar;Grupo 12. Otros bienes y servicios;2014;2.232,84
Otro tipo de hogar;Gasto medio por hogar;Grupo 12. Otros bienes y servicios;2013;2.294,55
Otro tipo de hogar;Gasto medio por hogar;Grupo 12. Otros bienes y servicios;2012;2.411,01
Otro tipo de hogar;Gasto medio por hogar;Grupo 12. Otros bienes y servicios;2011;2.424,32
Otro tipo de hogar;Gasto medio por hogar;Grupo 12. Otros bienes y servicios;2010;2.455,78
Otro tipo de hogar;Gasto medio por hogar;Grupo 12. Otros bienes y servicios;2009;2.703,96
Otro tipo de hogar;Gasto medio por hogar;Grupo 12. Otros bienes y servicios;2008;2.664,16
Otro tipo de hogar;Gasto medio por hogar;Grupo 12. Otros bienes y servicios;2007;2.797,43
Otro tipo de hogar;Gasto medio por hogar;Grupo 12. Otros bienes y servicios;2006;2.859,56
Otro tipo de hogar;Gasto medio por persona;Grupo 1. Alimentos y bebidas no alcohólicas ;2015;1.390,41
Otro tipo de hogar;Gasto medio por persona;Grupo 1. Alimentos y bebidas no alcohólicas ;2014;1.340,33
Otro tipo de hogar;Gasto medio por persona;Grupo 1. Alimentos y bebidas no alcohólicas ;2013;1.347,83
Otro tipo de hogar;Gasto medio por persona;Grupo 1. Alimentos y bebidas no alcohólicas ;2012;1.375,14
Otro tipo de hogar;Gasto medio por persona;Grupo 1. Alimentos y bebidas no alcohólicas ;2011;1.344,80
Otro tipo de hogar;Gasto medio por persona;Grupo 1. Alimentos y bebidas no alcohólicas ;2010;1.339,16
Otro tipo de hogar;Gasto medio por persona;Grupo 1. Alimentos y bebidas no alcohólicas ;2009;1.390,05
Otro tipo de hogar;Gasto medio por persona;Grupo 1. Alimentos y bebidas no alcohólicas ;2008;1.490,37
Otro tipo de hogar;Gasto medio por persona;Grupo 1. Alimentos y bebidas no alcohólicas ;2007;1.399,47
Otro tipo de hogar;Gasto medio por persona;Grupo 1. Alimentos y bebidas no alcohólicas ;2006;1.322,90
Otro tipo de hogar;Gasto medio por persona;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2015;198,98
Otro tipo de hogar;Gasto medio por persona;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2014;184,53
Otro tipo de hogar;Gasto medio por persona;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2013;193,14
Otro tipo de hogar;Gasto medio por persona;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2012;213,27
Otro tipo de hogar;Gasto medio por persona;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2011;214,95
Otro tipo de hogar;Gasto medio por persona;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2010;212,80
Otro tipo de hogar;Gasto medio por persona;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2009;227,46
Otro tipo de hogar;Gasto medio por persona;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2008;227,62
Otro tipo de hogar;Gasto medio por persona;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2007;214,85
Otro tipo de hogar;Gasto medio por persona;Grupo 2. Bebidas alcohólicas, tabaco y narcóticos;2006;194,72
Otro tipo de hogar;Gasto medio por persona;Grupo 3. Artículos de vestir y calzado;2015;401,36
Otro tipo de hogar;Gasto medio por persona;Grupo 3. Artículos de vestir y calzado;2014;383,27
Otro tipo de hogar;Gasto medio por persona;Grupo 3. Artículos de vestir y calzado;2013;386,61
Otro tipo de hogar;Gasto medio por persona;Grupo 3. Artículos de vestir y calzado;2012;411,25
Otro tipo de hogar;Gasto medio por persona;Grupo 3. Artículos de vestir y calzado;2011;470,12
Otro tipo de hogar;Gasto medio por persona;Grupo 3. Artículos de vestir y calzado;2010;463,18
Otro tipo de hogar;Gasto medio por persona;Grupo 3. Artículos de vestir y calzado;2009;534,81
Otro tipo de hogar;Gasto medio por persona;Grupo 3. Artículos de vestir y calzado;2008;594,74
Otro tipo de hogar;Gasto medio por persona;Grupo 3. Artículos de vestir y calzado;2007;606,96
Otro tipo de hogar;Gasto medio por persona;Grupo 3. Artículos de vestir y calzado;2006;600,95
Otro tipo de hogar;Gasto medio por persona;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2015;2.381,40
Otro tipo de hogar;Gasto medio por persona;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2014;2.408,02
Otro tipo de hogar;Gasto medio por persona;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2013;2.489,76
Otro tipo de hogar;Gasto medio por persona;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2012;2.481,72
Otro tipo de hogar;Gasto medio por persona;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2011;2.458,90
Otro tipo de hogar;Gasto medio por persona;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2010;2.373,01
Otro tipo de hogar;Gasto medio por persona;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2009;2.395,35
Otro tipo de hogar;Gasto medio por persona;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2008;2.198,29
Otro tipo de hogar;Gasto medio por persona;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2007;2.100,76
Otro tipo de hogar;Gasto medio por persona;Grupo 4. Vivienda, agua, electricidad, gas y otros combustibles;2006;1.968,32
Otro tipo de hogar;Gasto medio por persona;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2015;382,89
Otro tipo de hogar;Gasto medio por persona;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2014;371,05
Otro tipo de hogar;Gasto medio por persona;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2013;369,48
Otro tipo de hogar;Gasto medio por persona;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2012;429,19
Otro tipo de hogar;Gasto medio por persona;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2011;413,60
Otro tipo de hogar;Gasto medio por persona;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2010;471,43
Otro tipo de hogar;Gasto medio por persona;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2009;471,89
Otro tipo de hogar;Gasto medio por persona;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2008;465,98
Otro tipo de hogar;Gasto medio por persona;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2007;505,60
Otro tipo de hogar;Gasto medio por persona;Grupo 5. Mobiliario, equipamiento del hogar y gastos corrientes de conservación de la vivienda;2006;488,77
Otro tipo de hogar;Gasto medio por persona;Grupo 6. Salud;2015;332,15
Otro tipo de hogar;Gasto medio por persona;Grupo 6. Salud;2014;270,59
Otro tipo de hogar;Gasto medio por persona;Grupo 6. Salud;2013;296,84
Otro tipo de hogar;Gasto medio por persona;Grupo 6. Salud;2012;282,36
Otro tipo de hogar;Gasto medio por persona;Grupo 6. Salud;2011;257,29
Otro tipo de hogar;Gasto medio por persona;Grupo 6. Salud;2010;232,46
Otro tipo de hogar;Gasto medio por persona;Grupo 6. Salud;2009;263,40
Otro tipo de hogar;Gasto medio por persona;Grupo 6. Salud;2008;274,48
Otro tipo de hogar;Gasto medio por persona;Grupo 6. Salud;2007;283,87
Otro tipo de hogar;Gasto medio por persona;Grupo 6. Salud;2006;239,77
Otro tipo de hogar;Gasto medio por persona;Grupo 7. Transportes;2015;922,60
Otro tipo de hogar;Gasto medio por persona;Grupo 7. Transportes;2014;862,99
Otro tipo de hogar;Gasto medio por persona;Grupo 7. Transportes;2013;949,59
Otro tipo de hogar;Gasto medio por persona;Grupo 7. Transportes;2012;1.060,15
Otro tipo de hogar;Gasto medio por persona;Grupo 7. Transportes;2011;1.059,24
Otro tipo de hogar;Gasto medio por persona;Grupo 7. Transportes;2010;1.018,96
Otro tipo de hogar;Gasto medio por persona;Grupo 7. Transportes;2009;1.063,14
Otro tipo de hogar;Gasto medio por persona;Grupo 7. Transportes;2008;1.367,76
Otro tipo de hogar;Gasto medio por persona;Grupo 7. Transportes;2007;1.331,91
Otro tipo de hogar;Gasto medio por persona;Grupo 7. Transportes;2006;1.398,89
Otro tipo de hogar;Gasto medio por persona;Grupo 8. Comunicaciones;2015;245,70
Otro tipo de hogar;Gasto medio por persona;Grupo 8. Comunicaciones;2014;249,35
Otro tipo de hogar;Gasto medio por persona;Grupo 8. Comunicaciones;2013;249,73
Otro tipo de hogar;Gasto medio por persona;Grupo 8. Comunicaciones;2012;268,43
Otro tipo de hogar;Gasto medio por persona;Grupo 8. Comunicaciones;2011;283,52
Otro tipo de hogar;Gasto medio por persona;Grupo 8. Comunicaciones;2010;278,41
Otro tipo de hogar;Gasto medio por persona;Grupo 8. Comunicaciones;2009;296,85
Otro tipo de hogar;Gasto medio por persona;Grupo 8. Comunicaciones;2008;301,53
Otro tipo de hogar;Gasto medio por persona;Grupo 8. Comunicaciones;2007;290,89
Otro tipo de hogar;Gasto medio por persona;Grupo 8. Comunicaciones;2006;269,47
Otro tipo de hogar;Gasto medio por persona;Grupo 9. Ocio, espectáculos y cultura;2015;368,40
Otro tipo de hogar;Gasto medio por persona;Grupo 9. Ocio, espectáculos y cultura;2014;390,06
Otro tipo de hogar;Gasto medio por persona;Grupo 9. Ocio, espectáculos y cultura;2013;387,79
Otro tipo de hogar;Gasto medio por persona;Grupo 9. Ocio, espectáculos y cultura;2012;440,04
Otro tipo de hogar;Gasto medio por persona;Grupo 9. Ocio, espectáculos y cultura;2011;482,57
Otro tipo de hogar;Gasto medio por persona;Grupo 9. Ocio, espectáculos y cultura;2010;490,70
Otro tipo de hogar;Gasto medio por persona;Grupo 9. Ocio, espectáculos y cultura;2009;537,09
Otro tipo de hogar;Gasto medio por persona;Grupo 9. Ocio, espectáculos y cultura;2008;555,64
Otro tipo de hogar;Gasto medio por persona;Grupo 9. Ocio, espectáculos y cultura;2007;609,59
Otro tipo de hogar;Gasto medio por persona;Grupo 9. Ocio, espectáculos y cultura;2006;552,64
Otro tipo de hogar;Gasto medio por persona;Grupo 10. Enseñanza;2015;90,54
Otro tipo de hogar;Gasto medio por persona;Grupo 10. Enseñanza;2014;95,83
Otro tipo de hogar;Gasto medio por persona;Grupo 10. Enseñanza;2013;108,71
Otro tipo de hogar;Gasto medio por persona;Grupo 10. Enseñanza;2012;94,37
Otro tipo de hogar;Gasto medio por persona;Grupo 10. Enseñanza;2011;81,58
Otro tipo de hogar;Gasto medio por persona;Grupo 10. Enseñanza;2010;81,42
Otro tipo de hogar;Gasto medio por persona;Grupo 10. Enseñanza;2009;68,18
Otro tipo de hogar;Gasto medio por persona;Grupo 10. Enseñanza;2008;76,57
Otro tipo de hogar;Gasto medio por persona;Grupo 10. Enseñanza;2007;66,09
Otro tipo de hogar;Gasto medio por persona;Grupo 10. Enseñanza;2006;72,83
Otro tipo de hogar;Gasto medio por persona;Grupo 11. Hoteles, cafés y restaurantes;2015;693,15
Otro tipo de hogar;Gasto medio por persona;Grupo 11. Hoteles, cafés y restaurantes;2014;610,63
Otro tipo de hogar;Gasto medio por persona;Grupo 11. Hoteles, cafés y restaurantes;2013;611,75
Otro tipo de hogar;Gasto medio por persona;Grupo 11. Hoteles, cafés y restaurantes;2012;679,02
Otro tipo de hogar;Gasto medio por persona;Grupo 11. Hoteles, cafés y restaurantes;2011;747,88
Otro tipo de hogar;Gasto medio por persona;Grupo 11. Hoteles, cafés y restaurantes;2010;745,27
Otro tipo de hogar;Gasto medio por persona;Grupo 11. Hoteles, cafés y restaurantes;2009;840,13
Otro tipo de hogar;Gasto medio por persona;Grupo 11. Hoteles, cafés y restaurantes;2008;911,30
Otro tipo de hogar;Gasto medio por persona;Grupo 11. Hoteles, cafés y restaurantes;2007;944,00
Otro tipo de hogar;Gasto medio por persona;Grupo 11. Hoteles, cafés y restaurantes;2006;897,09
Otro tipo de hogar;Gasto medio por persona;Grupo 12. Otros bienes y servicios;2015;597,87
Otro tipo de hogar;Gasto medio por persona;Grupo 12. Otros bienes y servicios;2014;594,22
Otro tipo de hogar;Gasto medio por persona;Grupo 12. Otros bienes y servicios;2013;606,95
Otro tipo de hogar;Gasto medio por persona;Grupo 12. Otros bienes y servicios;2012;633,79
Otro tipo de hogar;Gasto medio por persona;Grupo 12. Otros bienes y servicios;2011;632,88
Otro tipo de hogar;Gasto medio por persona;Grupo 12. Otros bienes y servicios;2010;624,85
Otro tipo de hogar;Gasto medio por persona;Grupo 12. Otros bienes y servicios;2009;682,97
Otro tipo de hogar;Gasto medio por persona;Grupo 12. Otros bienes y servicios;2008;655,98
Otro tipo de hogar;Gasto medio por persona;Grupo 12. Otros bienes y servicios;2007;682,55
Otro tipo de hogar;Gasto medio por persona;Grupo 12. Otros bienes y servicios;2006;696,53
