Comunidad autónoma de residencia;Tipo de hogar (reducida);Gastos totales, medios, distribución e índice;Periodo;Total
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Distribución porcentual;2017;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Distribución porcentual;2016;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Distribución porcentual;2015;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Distribución porcentual;2014;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Distribución porcentual;2013;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Distribución porcentual;2012;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Distribución porcentual;2011;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Distribución porcentual;2010;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Distribución porcentual;2009;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Distribución porcentual;2008;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Distribución porcentual;2007;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Distribución porcentual;2006;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Gasto medio por hogar;2019;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Gasto medio por hogar;2018;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Gasto medio por hogar;2017;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Gasto medio por hogar;2016;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Gasto medio por hogar;2015;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Gasto medio por hogar;2014;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Gasto medio por hogar;2013;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Gasto medio por hogar;2012;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Gasto medio por hogar;2011;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Gasto medio por hogar;2010;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Gasto medio por hogar;2009;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Gasto medio por hogar;2008;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Gasto medio por hogar;2007;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Gasto medio por hogar;2006;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Gasto medio por persona;2019;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Gasto medio por persona;2018;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Gasto medio por persona;2017;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Gasto medio por persona;2016;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Gasto medio por persona;2015;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Gasto medio por persona;2014;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Gasto medio por persona;2013;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Gasto medio por persona;2012;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Gasto medio por persona;2011;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Gasto medio por persona;2010;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Gasto medio por persona;2009;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Gasto medio por persona;2008;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Gasto medio por persona;2007;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Gasto medio por persona;2006;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Gasto medio por unidad de consumo;2019;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Gasto medio por unidad de consumo;2018;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Gasto medio por unidad de consumo;2017;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Gasto medio por unidad de consumo;2016;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Gasto medio por unidad de consumo;2015;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Gasto medio por unidad de consumo;2014;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Gasto medio por unidad de consumo;2013;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Gasto medio por unidad de consumo;2012;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Gasto medio por unidad de consumo;2011;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Gasto medio por unidad de consumo;2010;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Gasto medio por unidad de consumo;2009;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Gasto medio por unidad de consumo;2008;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Gasto medio por unidad de consumo;2007;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Gasto medio por unidad de consumo;2006;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Índice sobre la media del gmp;2019;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Índice sobre la media del gmp;2018;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Índice sobre la media del gmp;2017;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Índice sobre la media del gmp;2016;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Índice sobre la media del gmp;2015;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Índice sobre la media del gmp;2014;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Índice sobre la media del gmp;2013;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Índice sobre la media del gmp;2012;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Índice sobre la media del gmp;2011;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Índice sobre la media del gmp;2010;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Índice sobre la media del gmp;2009;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Índice sobre la media del gmp;2008;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Índice sobre la media del gmp;2007;.
18 Ceuta;Otros hogares con una persona o pareja sin hijos;Índice sobre la media del gmp;2006;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto total;2019;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto total;2018;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto total;2017;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto total;2016;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto total;2015;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto total;2014;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto total;2013;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto total;2012;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto total;2011;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto total;2010;275.984,71
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto total;2009;283.058,53
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto total;2008;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto total;2007;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto total;2006;219.949,95
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Distribución porcentual;2019;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Distribución porcentual;2018;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Distribución porcentual;2017;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Distribución porcentual;2016;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Distribución porcentual;2015;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Distribución porcentual;2014;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Distribución porcentual;2013;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Distribución porcentual;2012;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Distribución porcentual;2011;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Distribución porcentual;2010;20,03
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Distribución porcentual;2009;20,58
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Distribución porcentual;2008;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Distribución porcentual;2007;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Distribución porcentual;2006;18,94
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por hogar;2019;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por hogar;2018;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por hogar;2017;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por hogar;2016;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por hogar;2015;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por hogar;2014;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por hogar;2013;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por hogar;2012;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por hogar;2011;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por hogar;2010;27.952,70
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por hogar;2009;28.119,42
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por hogar;2008;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por hogar;2007;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por hogar;2006;30.786,72
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por persona;2019;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por persona;2018;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por persona;2017;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por persona;2016;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por persona;2015;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por persona;2014;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por persona;2013;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por persona;2012;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por persona;2011;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por persona;2010;7.254,91
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por persona;2009;7.172,59
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por persona;2008;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por persona;2007;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por persona;2006;7.644,20
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por unidad de consumo;2019;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por unidad de consumo;2018;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por unidad de consumo;2017;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por unidad de consumo;2016;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por unidad de consumo;2015;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por unidad de consumo;2014;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por unidad de consumo;2013;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por unidad de consumo;2012;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por unidad de consumo;2011;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por unidad de consumo;2010;13.678,43
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por unidad de consumo;2009;13.518,21
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por unidad de consumo;2008;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por unidad de consumo;2007;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Gasto medio por unidad de consumo;2006;14.536,00
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Índice sobre la media del gmp;2019;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Índice sobre la media del gmp;2018;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Índice sobre la media del gmp;2017;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Índice sobre la media del gmp;2016;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Índice sobre la media del gmp;2015;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Índice sobre la media del gmp;2014;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Índice sobre la media del gmp;2013;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Índice sobre la media del gmp;2012;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Índice sobre la media del gmp;2011;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Índice sobre la media del gmp;2010;82,35
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Índice sobre la media del gmp;2009;78,74
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Índice sobre la media del gmp;2008;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Índice sobre la media del gmp;2007;.
18 Ceuta;Adulto con menores de 16 años o pareja con al menos 1 hijo menor de 16 años;Índice sobre la media del gmp;2006;92,09
18 Ceuta;Otros hogares;Gasto total;2019;437.241,00
18 Ceuta;Otros hogares;Gasto total;2018;432.624,80
18 Ceuta;Otros hogares;Gasto total;2017;505.779,75
18 Ceuta;Otros hogares;Gasto total;2016;435.639,61
18 Ceuta;Otros hogares;Gasto total;2015;393.374,35
18 Ceuta;Otros hogares;Gasto total;2014;452.336,06
18 Ceuta;Otros hogares;Gasto total;2013;360.173,44
18 Ceuta;Otros hogares;Gasto total;2012;399.981,49
18 Ceuta;Otros hogares;Gasto total;2011;403.220,59
18 Ceuta;Otros hogares;Gasto total;2010;797.863,82
18 Ceuta;Otros hogares;Gasto total;2009;759.678,95
18 Ceuta;Otros hogares;Gasto total;2008;627.569,76
18 Ceuta;Otros hogares;Gasto total;2007;729.340,58
18 Ceuta;Otros hogares;Gasto total;2006;689.395,13
18 Ceuta;Otros hogares;Distribución porcentual;2019;55,55
18 Ceuta;Otros hogares;Distribución porcentual;2018;58,86
18 Ceuta;Otros hogares;Distribución porcentual;2017;57,69
