Comunidad autónoma de residencia;Tamaño del hogar (reducida);Gastos totales, medios, distribución e índice;Periodo;Total
18 Ceuta;Total;Gasto total;2011;830.132,86
18 Ceuta;Total;Gasto total;2010;1.377.535,22
18 Ceuta;Total;Gasto total;2009;1.375.511,68
18 Ceuta;Total;Gasto total;2008;1.303.356,15
18 Ceuta;Total;Gasto total;2007;1.271.608,07
18 Ceuta;Total;Gasto total;2006;1.161.082,49
18 Ceuta;Total;Distribución porcentual;2019;100,00
18 Ceuta;Total;Distribución porcentual;2018;100,00
18 Ceuta;Total;Distribución porcentual;2017;100,00
18 Ceuta;Total;Distribución porcentual;2016;100,00
18 Ceuta;Total;Distribución porcentual;2015;100,00
18 Ceuta;Total;Distribución porcentual;2014;100,00
18 Ceuta;Total;Distribución porcentual;2013;100,00
18 Ceuta;Total;Distribución porcentual;2012;100,00
18 Ceuta;Total;Distribución porcentual;2011;100,00
18 Ceuta;Total;Distribución porcentual;2010;100,00
18 Ceuta;Total;Distribución porcentual;2009;100,00
18 Ceuta;Total;Distribución porcentual;2008;100,00
18 Ceuta;Total;Distribución porcentual;2007;100,00
18 Ceuta;Total;Distribución porcentual;2006;100,00
18 Ceuta;Total;Gasto medio por hogar;2019;29.666,80
18 Ceuta;Total;Gasto medio por hogar;2018;26.840,69
18 Ceuta;Total;Gasto medio por hogar;2017;32.815,71
18 Ceuta;Total;Gasto medio por hogar;2016;30.618,56
18 Ceuta;Total;Gasto medio por hogar;2015;26.582,21
18 Ceuta;Total;Gasto medio por hogar;2014;30.164,13
18 Ceuta;Total;Gasto medio por hogar;2013;25.671,92
18 Ceuta;Total;Gasto medio por hogar;2012;31.171,74
18 Ceuta;Total;Gasto medio por hogar;2011;33.088,14
18 Ceuta;Total;Gasto medio por hogar;2010;29.993,90
18 Ceuta;Total;Gasto medio por hogar;2009;30.727,56
18 Ceuta;Total;Gasto medio por hogar;2008;30.260,99
18 Ceuta;Total;Gasto medio por hogar;2007;30.498,95
18 Ceuta;Total;Gasto medio por hogar;2006;28.774,57
18 Ceuta;Total;Gasto medio por persona;2019;9.365,97
18 Ceuta;Total;Gasto medio por persona;2018;8.702,00
18 Ceuta;Total;Gasto medio por persona;2017;10.409,41
18 Ceuta;Total;Gasto medio por persona;2016;9.666,09
18 Ceuta;Total;Gasto medio por persona;2015;8.151,64
18 Ceuta;Total;Gasto medio por persona;2014;9.210,04
18 Ceuta;Total;Gasto medio por persona;2013;7.807,37
18 Ceuta;Total;Gasto medio por persona;2012;9.404,99
18 Ceuta;Total;Gasto medio por persona;2011;10.113,95
18 Ceuta;Total;Gasto medio por persona;2010;8.809,39
18 Ceuta;Total;Gasto medio por persona;2009;9.109,62
18 Ceuta;Total;Gasto medio por persona;2008;8.890,21
18 Ceuta;Total;Gasto medio por persona;2007;8.879,57
18 Ceuta;Total;Gasto medio por persona;2006;8.301,24
18 Ceuta;Total;Gasto medio por unidad de consumo;2019;15.011,27
18 Ceuta;Total;Gasto medio por unidad de consumo;2018;13.839,67
18 Ceuta;Total;Gasto medio por unidad de consumo;2017;16.770,68
18 Ceuta;Total;Gasto medio por unidad de consumo;2016;15.613,73
18 Ceuta;Total;Gasto medio por unidad de consumo;2015;13.400,03
18 Ceuta;Total;Gasto medio por unidad de consumo;2014;14.921,14
18 Ceuta;Total;Gasto medio por unidad de consumo;2013;12.646,53
18 Ceuta;Total;Gasto medio por unidad de consumo;2012;15.301,66
18 Ceuta;Total;Gasto medio por unidad de consumo;2011;16.593,59
18 Ceuta;Total;Gasto medio por unidad de consumo;2010;14.502,64
18 Ceuta;Total;Gasto medio por unidad de consumo;2009;14.938,07
18 Ceuta;Total;Gasto medio por unidad de consumo;2008;14.625,64
18 Ceuta;Total;Gasto medio por unidad de consumo;2007;14.649,45
18 Ceuta;Total;Gasto medio por unidad de consumo;2006;13.714,56
18 Ceuta;Total;Índice sobre la media del gmp;2019;100,00
18 Ceuta;Total;Índice sobre la media del gmp;2018;100,00
18 Ceuta;Total;Índice sobre la media del gmp;2017;100,00
18 Ceuta;Total;Índice sobre la media del gmp;2016;100,00
18 Ceuta;Total;Índice sobre la media del gmp;2015;100,00
18 Ceuta;Total;Índice sobre la media del gmp;2014;100,00
18 Ceuta;Total;Índice sobre la media del gmp;2013;100,00
18 Ceuta;Total;Índice sobre la media del gmp;2012;100,00
18 Ceuta;Total;Índice sobre la media del gmp;2011;100,00
18 Ceuta;Total;Índice sobre la media del gmp;2010;100,00
18 Ceuta;Total;Índice sobre la media del gmp;2009;100,00
18 Ceuta;Total;Índice sobre la media del gmp;2008;100,00
18 Ceuta;Total;Índice sobre la media del gmp;2007;100,00
18 Ceuta;Total;Índice sobre la media del gmp;2006;100,00
18 Ceuta;1 miembro;Gasto total;2019;.
18 Ceuta;1 miembro;Gasto total;2018;.
18 Ceuta;1 miembro;Gasto total;2017;.
18 Ceuta;1 miembro;Gasto total;2016;.
18 Ceuta;1 miembro;Gasto total;2015;.
18 Ceuta;1 miembro;Gasto total;2014;.
18 Ceuta;1 miembro;Gasto total;2013;.
18 Ceuta;1 miembro;Gasto total;2012;.
18 Ceuta;1 miembro;Gasto total;2011;.
18 Ceuta;1 miembro;Gasto total;2010;.
18 Ceuta;1 miembro;Gasto total;2009;.
18 Ceuta;1 miembro;Gasto total;2008;.
18 Ceuta;1 miembro;Gasto total;2007;.
18 Ceuta;1 miembro;Gasto total;2006;.
18 Ceuta;1 miembro;Distribución porcentual;2019;.
18 Ceuta;1 miembro;Distribución porcentual;2018;.
18 Ceuta;1 miembro;Distribución porcentual;2017;.
18 Ceuta;1 miembro;Distribución porcentual;2016;.
18 Ceuta;1 miembro;Distribución porcentual;2015;.
18 Ceuta;1 miembro;Distribución porcentual;2014;.
18 Ceuta;1 miembro;Distribución porcentual;2013;.
18 Ceuta;1 miembro;Distribución porcentual;2012;.
18 Ceuta;1 miembro;Distribución porcentual;2011;.
18 Ceuta;1 miembro;Distribución porcentual;2010;.
18 Ceuta;1 miembro;Distribución porcentual;2009;.
18 Ceuta;1 miembro;Distribución porcentual;2008;.
18 Ceuta;1 miembro;Distribución porcentual;2007;.
18 Ceuta;1 miembro;Distribución porcentual;2006;.
18 Ceuta;1 miembro;Gasto medio por hogar;2019;.
18 Ceuta;1 miembro;Gasto medio por hogar;2018;.
18 Ceuta;1 miembro;Gasto medio por hogar;2017;.
18 Ceuta;1 miembro;Gasto medio por hogar;2016;.
18 Ceuta;1 miembro;Gasto medio por hogar;2015;.
18 Ceuta;1 miembro;Gasto medio por hogar;2014;.
18 Ceuta;1 miembro;Gasto medio por hogar;2013;.
18 Ceuta;1 miembro;Gasto medio por hogar;2012;.
18 Ceuta;1 miembro;Gasto medio por hogar;2011;.
18 Ceuta;1 miembro;Gasto medio por hogar;2010;.
18 Ceuta;1 miembro;Gasto medio por hogar;2009;.
18 Ceuta;1 miembro;Gasto medio por hogar;2008;.
18 Ceuta;1 miembro;Gasto medio por hogar;2007;.
18 Ceuta;1 miembro;Gasto medio por hogar;2006;.
18 Ceuta;1 miembro;Gasto medio por persona;2019;.
18 Ceuta;1 miembro;Gasto medio por persona;2018;.
18 Ceuta;1 miembro;Gasto medio por persona;2017;.
18 Ceuta;1 miembro;Gasto medio por persona;2016;.
18 Ceuta;1 miembro;Gasto medio por persona;2015;.
18 Ceuta;1 miembro;Gasto medio por persona;2014;.
18 Ceuta;1 miembro;Gasto medio por persona;2013;.
18 Ceuta;1 miembro;Gasto medio por persona;2012;.
18 Ceuta;1 miembro;Gasto medio por persona;2011;.
18 Ceuta;1 miembro;Gasto medio por persona;2010;.
18 Ceuta;1 miembro;Gasto medio por persona;2009;.
18 Ceuta;1 miembro;Gasto medio por persona;2008;.
18 Ceuta;1 miembro;Gasto medio por persona;2007;.
18 Ceuta;1 miembro;Gasto medio por persona;2006;.
18 Ceuta;1 miembro;Gasto medio por unidad de consumo;2019;.
18 Ceuta;1 miembro;Gasto medio por unidad de consumo;2018;.
18 Ceuta;1 miembro;Gasto medio por unidad de consumo;2017;.
18 Ceuta;1 miembro;Gasto medio por unidad de consumo;2016;.
18 Ceuta;1 miembro;Gasto medio por unidad de consumo;2015;.
18 Ceuta;1 miembro;Gasto medio por unidad de consumo;2014;.
18 Ceuta;1 miembro;Gasto medio por unidad de consumo;2013;.
18 Ceuta;1 miembro;Gasto medio por unidad de consumo;2012;.
18 Ceuta;1 miembro;Gasto medio por unidad de consumo;2011;.
18 Ceuta;1 miembro;Gasto medio por unidad de consumo;2010;.
18 Ceuta;1 miembro;Gasto medio por unidad de consumo;2009;.
18 Ceuta;1 miembro;Gasto medio por unidad de consumo;2008;.
18 Ceuta;1 miembro;Gasto medio por unidad de consumo;2007;.
18 Ceuta;1 miembro;Gasto medio por unidad de consumo;2006;.
18 Ceuta;1 miembro;Índice sobre la media del gmp;2019;.
18 Ceuta;1 miembro;Índice sobre la media del gmp;2018;.
18 Ceuta;1 miembro;Índice sobre la media del gmp;2017;.
18 Ceuta;1 miembro;Índice sobre la media del gmp;2016;.
18 Ceuta;1 miembro;Índice sobre la media del gmp;2015;.
18 Ceuta;1 miembro;Índice sobre la media del gmp;2014;.
18 Ceuta;1 miembro;Índice sobre la media del gmp;2013;.
18 Ceuta;1 miembro;Índice sobre la media del gmp;2012;.
18 Ceuta;1 miembro;Índice sobre la media del gmp;2011;.
18 Ceuta;1 miembro;Índice sobre la media del gmp;2010;.
18 Ceuta;1 miembro;Índice sobre la media del gmp;2009;.
18 Ceuta;1 miembro;Índice sobre la media del gmp;2008;.
18 Ceuta;1 miembro;Índice sobre la media del gmp;2007;.
18 Ceuta;1 miembro;Índice sobre la media del gmp;2006;.
18 Ceuta;2 miembros;Gasto total;2019;.
18 Ceuta;2 miembros;Gasto total;2018;.
18 Ceuta;2 miembros;Gasto total;2017;.
18 Ceuta;2 miembros;Gasto total;2016;.
18 Ceuta;2 miembros;Gasto total;2015;.
18 Ceuta;2 miembros;Gasto total;2014;.
18 Ceuta;2 miembros;Gasto total;2013;.
18 Ceuta;2 miembros;Gasto total;2012;.
18 Ceuta;2 miembros;Gasto total;2011;.
18 Ceuta;2 miembros;Gasto total;2010;.
18 Ceuta;2 miembros;Gasto total;2009;.
18 Ceuta;2 miembros;Gasto total;2008;275.941,45
18 Ceuta;2 miembros;Gasto total;2007;.
18 Ceuta;2 miembros;Gasto total;2006;173.049,46
18 Ceuta;2 miembros;Distribución porcentual;2019;.
18 Ceuta;2 miembros;Distribución porcentual;2018;.
18 Ceuta;2 miembros;Distribución porcentual;2017;.
18 Ceuta;2 miembros;Distribución porcentual;2016;.
18 Ceuta;2 miembros;Distribución porcentual;2015;.
18 Ceuta;2 miembros;Distribución porcentual;2014;.
18 Ceuta;2 miembros;Distribución porcentual;2013;.
18 Ceuta;2 miembros;Distribución porcentual;2012;.
18 Ceuta;2 miembros;Distribución porcentual;2011;.
18 Ceuta;2 miembros;Distribución porcentual;2010;.
18 Ceuta;2 miembros;Distribución porcentual;2009;.
18 Ceuta;2 miembros;Distribución porcentual;2008;21,17
18 Ceuta;2 miembros;Distribución porcentual;2007;.
18 Ceuta;2 miembros;Distribución porcentual;2006;14,90
18 Ceuta;2 miembros;Gasto medio por hogar;2019;.
18 Ceuta;2 miembros;Gasto medio por hogar;2018;.
18 Ceuta;2 miembros;Gasto medio por hogar;2017;.
18 Ceuta;2 miembros;Gasto medio por hogar;2016;.
18 Ceuta;2 miembros;Gasto medio por hogar;2015;.
18 Ceuta;2 miembros;Gasto medio por hogar;2014;.
18 Ceuta;2 miembros;Gasto medio por hogar;2013;.
18 Ceuta;2 miembros;Gasto medio por hogar;2012;.
18 Ceuta;2 miembros;Gasto medio por hogar;2011;.
18 Ceuta;2 miembros;Gasto medio por hogar;2010;.
18 Ceuta;2 miembros;Gasto medio por hogar;2009;.
18 Ceuta;2 miembros;Gasto medio por hogar;2008;32.402,71
18 Ceuta;2 miembros;Gasto medio por hogar;2007;.
18 Ceuta;2 miembros;Gasto medio por hogar;2006;22.588,36
18 Ceuta;2 miembros;Gasto medio por persona;2019;.
18 Ceuta;2 miembros;Gasto medio por persona;2018;.
18 Ceuta;2 miembros;Gasto medio por persona;2017;.
18 Ceuta;2 miembros;Gasto medio por persona;2016;.
18 Ceuta;2 miembros;Gasto medio por persona;2015;.
18 Ceuta;2 miembros;Gasto medio por persona;2014;.
18 Ceuta;2 miembros;Gasto medio por persona;2013;.
18 Ceuta;2 miembros;Gasto medio por persona;2012;.
18 Ceuta;2 miembros;Gasto medio por persona;2011;.
18 Ceuta;2 miembros;Gasto medio por persona;2010;.
18 Ceuta;2 miembros;Gasto medio por persona;2009;.
18 Ceuta;2 miembros;Gasto medio por persona;2008;16.201,35
18 Ceuta;2 miembros;Gasto medio por persona;2007;.
18 Ceuta;2 miembros;Gasto medio por persona;2006;11.294,18
18 Ceuta;2 miembros;Gasto medio por unidad de consumo;2019;.
18 Ceuta;2 miembros;Gasto medio por unidad de consumo;2018;.
18 Ceuta;2 miembros;Gasto medio por unidad de consumo;2017;.
18 Ceuta;2 miembros;Gasto medio por unidad de consumo;2016;.
18 Ceuta;2 miembros;Gasto medio por unidad de consumo;2015;.
18 Ceuta;2 miembros;Gasto medio por unidad de consumo;2014;.
18 Ceuta;2 miembros;Gasto medio por unidad de consumo;2013;.
18 Ceuta;2 miembros;Gasto medio por unidad de consumo;2012;.
18 Ceuta;2 miembros;Gasto medio por unidad de consumo;2011;.
18 Ceuta;2 miembros;Gasto medio por unidad de consumo;2010;.
18 Ceuta;2 miembros;Gasto medio por unidad de consumo;2009;.
18 Ceuta;2 miembros;Gasto medio por unidad de consumo;2008;21.682,15
18 Ceuta;2 miembros;Gasto medio por unidad de consumo;2007;.
18 Ceuta;2 miembros;Gasto medio por unidad de consumo;2006;15.199,57
18 Ceuta;2 miembros;Índice sobre la media del gmp;2019;.
18 Ceuta;2 miembros;Índice sobre la media del gmp;2018;.
18 Ceuta;2 miembros;Índice sobre la media del gmp;2017;.
18 Ceuta;2 miembros;Índice sobre la media del gmp;2016;.
18 Ceuta;2 miembros;Índice sobre la media del gmp;2015;.
18 Ceuta;2 miembros;Índice sobre la media del gmp;2014;.
18 Ceuta;2 miembros;Índice sobre la media del gmp;2013;.
18 Ceuta;2 miembros;Índice sobre la media del gmp;2012;.
18 Ceuta;2 miembros;Índice sobre la media del gmp;2011;.
18 Ceuta;2 miembros;Índice sobre la media del gmp;2010;.
18 Ceuta;2 miembros;Índice sobre la media del gmp;2009;.
18 Ceuta;2 miembros;Índice sobre la media del gmp;2008;182,24
18 Ceuta;2 miembros;Índice sobre la media del gmp;2007;.
18 Ceuta;2 miembros;Índice sobre la media del gmp;2006;136,05
18 Ceuta;3 miembros;Gasto total;2019;.
18 Ceuta;3 miembros;Gasto total;2018;.
18 Ceuta;3 miembros;Gasto total;2017;.
18 Ceuta;3 miembros;Gasto total;2016;.
18 Ceuta;3 miembros;Gasto total;2015;.
18 Ceuta;3 miembros;Gasto total;2014;.
18 Ceuta;3 miembros;Gasto total;2013;.
18 Ceuta;3 miembros;Gasto total;2012;.
18 Ceuta;3 miembros;Gasto total;2011;.
18 Ceuta;3 miembros;Gasto total;2010;.
18 Ceuta;3 miembros;Gasto total;2009;.
18 Ceuta;3 miembros;Gasto total;2008;.
18 Ceuta;3 miembros;Gasto total;2007;.
18 Ceuta;3 miembros;Gasto total;2006;.
18 Ceuta;3 miembros;Distribución porcentual;2019;.
18 Ceuta;3 miembros;Distribución porcentual;2018;.
18 Ceuta;3 miembros;Distribución porcentual;2017;.
18 Ceuta;3 miembros;Distribución porcentual;2016;.
18 Ceuta;3 miembros;Distribución porcentual;2015;.
18 Ceuta;3 miembros;Distribución porcentual;2014;.
18 Ceuta;3 miembros;Distribución porcentual;2013;.
18 Ceuta;3 miembros;Distribución porcentual;2012;.
18 Ceuta;3 miembros;Distribución porcentual;2011;.
18 Ceuta;3 miembros;Distribución porcentual;2010;.
18 Ceuta;3 miembros;Distribución porcentual;2009;.
18 Ceuta;3 miembros;Distribución porcentual;2008;.
18 Ceuta;3 miembros;Distribución porcentual;2007;.
18 Ceuta;3 miembros;Distribución porcentual;2006;.
18 Ceuta;3 miembros;Gasto medio por hogar;2019;.
18 Ceuta;3 miembros;Gasto medio por hogar;2018;.
18 Ceuta;3 miembros;Gasto medio por hogar;2017;.
18 Ceuta;3 miembros;Gasto medio por hogar;2016;.
18 Ceuta;3 miembros;Gasto medio por hogar;2015;.
18 Ceuta;3 miembros;Gasto medio por hogar;2014;.
18 Ceuta;3 miembros;Gasto medio por hogar;2013;.
18 Ceuta;3 miembros;Gasto medio por hogar;2012;.
18 Ceuta;3 miembros;Gasto medio por hogar;2011;.
18 Ceuta;3 miembros;Gasto medio por hogar;2010;.
18 Ceuta;3 miembros;Gasto medio por hogar;2009;.
18 Ceuta;3 miembros;Gasto medio por hogar;2008;.
18 Ceuta;3 miembros;Gasto medio por hogar;2007;.
18 Ceuta;3 miembros;Gasto medio por hogar;2006;.
18 Ceuta;3 miembros;Gasto medio por persona;2019;.
18 Ceuta;3 miembros;Gasto medio por persona;2018;.
18 Ceuta;3 miembros;Gasto medio por persona;2017;.
18 Ceuta;3 miembros;Gasto medio por persona;2016;.
18 Ceuta;3 miembros;Gasto medio por persona;2015;.
18 Ceuta;3 miembros;Gasto medio por persona;2014;.
18 Ceuta;3 miembros;Gasto medio por persona;2013;.
18 Ceuta;3 miembros;Gasto medio por persona;2012;.
18 Ceuta;3 miembros;Gasto medio por persona;2011;.
18 Ceuta;3 miembros;Gasto medio por persona;2010;.
18 Ceuta;3 miembros;Gasto medio por persona;2009;.
18 Ceuta;3 miembros;Gasto medio por persona;2008;.
18 Ceuta;3 miembros;Gasto medio por persona;2007;.
18 Ceuta;3 miembros;Gasto medio por persona;2006;.
18 Ceuta;3 miembros;Gasto medio por unidad de consumo;2019;.
18 Ceuta;3 miembros;Gasto medio por unidad de consumo;2018;.
18 Ceuta;3 miembros;Gasto medio por unidad de consumo;2017;.
18 Ceuta;3 miembros;Gasto medio por unidad de consumo;2016;.
18 Ceuta;3 miembros;Gasto medio por unidad de consumo;2015;.
18 Ceuta;3 miembros;Gasto medio por unidad de consumo;2014;.
18 Ceuta;3 miembros;Gasto medio por unidad de consumo;2013;.
18 Ceuta;3 miembros;Gasto medio por unidad de consumo;2012;.
18 Ceuta;3 miembros;Gasto medio por unidad de consumo;2011;.
18 Ceuta;3 miembros;Gasto medio por unidad de consumo;2010;.
18 Ceuta;3 miembros;Gasto medio por unidad de consumo;2009;.
18 Ceuta;3 miembros;Gasto medio por unidad de consumo;2008;.
18 Ceuta;3 miembros;Gasto medio por unidad de consumo;2007;.
18 Ceuta;3 miembros;Gasto medio por unidad de consumo;2006;.
18 Ceuta;3 miembros;Índice sobre la media del gmp;2019;.
18 Ceuta;3 miembros;Índice sobre la media del gmp;2018;.
18 Ceuta;3 miembros;Índice sobre la media del gmp;2017;.
18 Ceuta;3 miembros;Índice sobre la media del gmp;2016;.
18 Ceuta;3 miembros;Índice sobre la media del gmp;2015;.
18 Ceuta;3 miembros;Índice sobre la media del gmp;2014;.
18 Ceuta;3 miembros;Índice sobre la media del gmp;2013;.
18 Ceuta;3 miembros;Índice sobre la media del gmp;2012;.
18 Ceuta;3 miembros;Índice sobre la media del gmp;2011;.
18 Ceuta;3 miembros;Índice sobre la media del gmp;2010;.
18 Ceuta;3 miembros;Índice sobre la media del gmp;2009;.
18 Ceuta;3 miembros;Índice sobre la media del gmp;2008;.
18 Ceuta;3 miembros;Índice sobre la media del gmp;2007;.
18 Ceuta;3 miembros;Índice sobre la media del gmp;2006;.
18 Ceuta;4 y más;Gasto total;2019;388.039,03
18 Ceuta;4 y más;Gasto total;2018;345.849,79
18 Ceuta;4 y más;Gasto total;2017;.
18 Ceuta;4 y más;Gasto total;2016;358.359,09
18 Ceuta;4 y más;Gasto total;2015;339.921,53
18 Ceuta;4 y más;Gasto total;2014;377.568,34
18 Ceuta;4 y más;Gasto total;2013;277.360,37
18 Ceuta;4 y más;Gasto total;2012;354.582,41
18 Ceuta;4 y más;Gasto total;2011;407.598,52
18 Ceuta;4 y más;Gasto total;2010;727.432,94
18 Ceuta;4 y más;Gasto total;2009;739.451,07
18 Ceuta;4 y más;Gasto total;2008;640.767,62
18 Ceuta;4 y más;Gasto total;2007;691.168,17
18 Ceuta;4 y más;Gasto total;2006;677.864,88
18 Ceuta;4 y más;Distribución porcentual;2019;49,30
18 Ceuta;4 y más;Distribución porcentual;2018;47,06
18 Ceuta;4 y más;Distribución porcentual;2017;.
18 Ceuta;4 y más;Distribución porcentual;2016;44,28
18 Ceuta;4 y más;Distribución porcentual;2015;49,81
18 Ceuta;4 y más;Distribución porcentual;2014;49,12
18 Ceuta;4 y más;Distribución porcentual;2013;42,37
18 Ceuta;4 y más;Distribución porcentual;2012;45,13
18 Ceuta;4 y más;Distribución porcentual;2011;49,10
18 Ceuta;4 y más;Distribución porcentual;2010;52,81
18 Ceuta;4 y más;Distribución porcentual;2009;53,76
18 Ceuta;4 y más;Distribución porcentual;2008;49,16
18 Ceuta;4 y más;Distribución porcentual;2007;54,35
18 Ceuta;4 y más;Distribución porcentual;2006;58,38
18 Ceuta;4 y más;Gasto medio por hogar;2019;33.083,51
18 Ceuta;4 y más;Gasto medio por hogar;2018;31.996,36
